month,bnf_name,bnf_code,total_items,total_cost
2010-08-01 00:00:00+00:00,Zeridame SR_Tab 200mg,040702040BLACAE,2,63.36
2010-08-01 00:00:00+00:00,Zamadol Melt_Orodisper Tab 50mg,040702040BDAGAT,52,483.0699999999999
2010-08-01 00:00:00+00:00,Tramadol HCl_Cap 100mg M/R,040702040AAAHAH,27210,436186.9799999999
2010-08-01 00:00:00+00:00,Maxitram SR_Cap 50mg,040702040BPAAAG,135,655.0900000000004
2010-08-01 00:00:00+00:00,Tramadol HCl_Tab 100mg M/R,040702040AAACAC,25166,475847.88000000006
2010-08-01 00:00:00+00:00,Oldaram_Tab 200mg M/R,040702040BQACAE,4,134.35000000000002
2010-08-01 00:00:00+00:00,Zamadol SR_Cap 50mg,040702040BDABAG,319,2817.150000000001
2010-08-01 00:00:00+00:00,Nobligan ret_Tab 100mg,040702040BMAAAC,1,16.84
2010-08-01 00:00:00+00:00,Tramadol HCl_Tab 150mg M/R           &gn,040702040AAAWAW,120,2654.300000000001
2010-08-01 00:00:00+00:00,Zamadol SR_Cap 200mg,040702040BDAEAJ,302,8038.739999999994
2010-08-01 00:00:00+00:00,Tramquel SR_Cap 200mg,040702040BJADAJ,23,622.8800000000001
2010-08-01 00:00:00+00:00,Tramadol HCl_Inj 50mg/ml 2ml Amp,040702040AAABAB,38,277.5
2010-08-01 00:00:00+00:00,Tramadol HCl_Tab 100mg M/R           &gn,040702040AAAVAV,834,15464.94999999999
2010-08-01 00:00:00+00:00,Tramadol HCl_Tab Solb 50mg S/F,040702040AAAFAF,2647,31894.07000000004
2010-08-01 00:00:00+00:00,Zamadol SR_Cap 100mg,040702040BDACAH,679,10978.09
2010-08-01 00:00:00+00:00,Tramadol HCl/Paracet_Tab 37.5mg/325mg,040702040AAAUAU,18747,279000.38
2010-08-01 00:00:00+00:00,Zydol XL_Tab 200mg,040702040BBAHAE,36,943.95
2010-08-01 00:00:00+00:00,Zydol XL_Tab 150mg,040702040BBAGAD,24,485.63
2010-08-01 00:00:00+00:00,Tradorec XL_Tab 200mg,040702040BIABAE,296,4912.840000000002
2010-08-01 00:00:00+00:00,Tramadol HCl_Tab 150mg M/R,040702040AAADAD,3649,86045.31999999998
2010-08-01 00:00:00+00:00,Mabron_Tab 150mg M/R (Morningside),040702040BHABAD,21,475.65
2010-08-01 00:00:00+00:00,Marol_Tab 100mg M/R,040702040BNAAAC,927,7419.859999999993
2010-08-01 00:00:00+00:00,Tramacet_Tab Eff 37.5mg/325mg,040702040BFABBA,104,1204.730000000001
2010-08-01 00:00:00+00:00,Maxitram SR_Cap 100mg,040702040BPABAH,305,3776.7499999999986
2010-08-01 00:00:00+00:00,Zydol SR_Tab 200mg,040702040BBAEAE,474,16667.449999999993
2010-08-01 00:00:00+00:00,Zydol 100_Inj 50mg/ml 2ml Amp,040702040BBABAB,16,11.8
2010-08-01 00:00:00+00:00,Zydol SR_Tab 150mg,040702040BBADAD,235,5574.969999999994
2010-08-01 00:00:00+00:00,Zydol_Cap 50mg,040702040BBAAAA,636,5684.93
2010-08-01 00:00:00+00:00,Zamadol_Inj 50mg/ml 2ml Amp,040702040BDAFAB,1,0.99
2010-08-01 00:00:00+00:00,Tramadol HCl_Cap 200mg M/R,040702040AAAJAJ,9366,250766.0099999999
2010-08-01 00:00:00+00:00,Larapam SR_Tab 200mg,040702040BGACAJ,13,344.19999999999993
2010-08-01 00:00:00+00:00,Zydol XL_Tab 300mg,040702040BBAIAM,31,829.0999999999999
2010-09-01 00:00:00+00:00,Tramadol HCl_Tab 100mg M/R,040702040AAACAC,26980,515695.9300000001
2010-09-01 00:00:00+00:00,Marol_Tab 100mg M/R,040702040BNAAAC,1198,9612.879999999985
2010-09-01 00:00:00+00:00,Tramadol HCl_Cap 150mg M/R,040702040AAAIAI,4287,84096.98999999999
2010-09-01 00:00:00+00:00,Tramadol HCl_Tab 300mg M/R,040702040AAAMAM,473,13126.059999999998
2010-09-01 00:00:00+00:00,Larapam SR_Tab 200mg,040702040BGACAJ,19,617.5799999999999
2010-09-01 00:00:00+00:00,Zamadol SR_Cap 150mg,040702040BDADAI,182,3849.359999999999
2010-09-01 00:00:00+00:00,Tramadol HCl_Tab 200mg M/R,040702040AAAEAE,8795,276275.36000000004
2010-09-01 00:00:00+00:00,Zamadol SR_Cap 200mg,040702040BDAEAJ,306,8399.71
2010-09-01 00:00:00+00:00,Marol_Tab 200mg M/R,040702040BNACAE,476,6263.649999999994
2010-09-01 00:00:00+00:00,Tramacet_Tab 37.5mg/325mg,040702040BFAAAU,7042,99474.59000000003
2010-09-01 00:00:00+00:00,Tramadol/Paracet_Tab Eff 37.5/325mg S/F,040702040AABABA,214,2484.2800000000007
2010-09-01 00:00:00+00:00,Dromadol SR_Tab 100mg,040702040BEABAC,15,186.36
2010-09-01 00:00:00+00:00,Tramadol HCl_Cap 200mg M/R,040702040AAAJAJ,10026,266430.7599999999
2010-09-01 00:00:00+00:00,Tramadol HCl/Paracet_Tab 37.5mg/325mg,040702040AAAUAU,19801,296604.28
2010-09-01 00:00:00+00:00,Tramulief SR_Tab 100mg,040702040BKAAAC,108,922.48
2010-09-01 00:00:00+00:00,Maxitram SR_Cap 150mg,040702040BPACAI,89,1323.6299999999997
2010-09-01 00:00:00+00:00,Tradorec XL_Tab 200mg,040702040BIABAE,286,4698.5199999999995
2010-09-01 00:00:00+00:00,Tramadol HCl_Cap 50mg M/R,040702040AAAGAG,12880,102775.00000000009
2010-09-01 00:00:00+00:00,Zydol XL_Tab 150mg,040702040BBAGAD,32,461.96000000000004
2010-09-01 00:00:00+00:00,Tradorec XL_Tab 300mg,040702040BIACAM,101,2266.9700000000003
2010-09-01 00:00:00+00:00,Zamadol Melt_Orodisper Tab 50mg,040702040BDAGAT,65,650.5099999999996
2010-09-01 00:00:00+00:00,Tramadol HCl_Tab 50mg M/R,040702040AAAYAY,3094,14078.110000000017
2010-09-01 00:00:00+00:00,Tramadol HCl_Cap 100mg M/R,040702040AAAHAH,29003,466250.13999999996
2010-09-01 00:00:00+00:00,Mabron_Tab 150mg M/R (Morningside),040702040BHABAD,21,464.7
2010-09-01 00:00:00+00:00,Maxitram SR_Cap 200mg,040702040BPADAJ,109,2331.4099999999994
2010-09-01 00:00:00+00:00,Zydol SR_Tab 50mg,040702040BBAKAY,127,556.8599999999999
2010-09-01 00:00:00+00:00,Oldaram_Tab 100mg M/R,040702040BQAAAC,8,125.08000000000001
2010-09-01 00:00:00+00:00,Oldaram_Tab 200mg M/R,040702040BQACAE,1,33.59
2010-09-01 00:00:00+00:00,Zamadol 24hr_Tab 400mg,040702040BDAKAN,33,1003.8899999999999
2010-09-01 00:00:00+00:00,Zydol XL_Tab 200mg,040702040BBAHAE,43,1323.6299999999999
2010-09-01 00:00:00+00:00,Tramadol HCl_Tab 400mg M/R,040702040AAANAN,475,15206.680000000008
2010-09-01 00:00:00+00:00,Zeridame SR_Tab 150mg,040702040BLABAD,4,83.22
2010-09-01 00:00:00+00:00,Tramadol HCl_Tab 200mg M/R           &gn,040702040AAAXAX,351,10985.490000000002
2010-09-01 00:00:00+00:00,Zeridame SR_Tab 100mg,040702040BLAAAC,26,443.75
2010-09-01 00:00:00+00:00,Maxitram SR_Cap 50mg,040702040BPAAAG,137,721.4400000000003
2010-09-01 00:00:00+00:00,Zydol SR_Tab 100mg,040702040BBACAC,983,21061.579999999976
2010-09-01 00:00:00+00:00,Tramadol HCl_Inj 50mg/ml 2ml Amp,040702040AAABAB,35,324.92999999999995
2010-09-01 00:00:00+00:00,Mabron_Tab 100mg M/R (Morningside),040702040BHAAAC,150,2653.36
2010-09-01 00:00:00+00:00,Tramadol HCl_Tab 100mg M/R           &gn,040702040AAAVAV,841,15023.369999999995
2010-09-01 00:00:00+00:00,Zamadol 24hr_Tab 200mg,040702040BDAIAE,95,1530.0199999999998
2010-09-01 00:00:00+00:00,Zamadol 24hr_Tab 300mg,040702040BDAJAM,20,406.05999999999995
2010-09-01 00:00:00+00:00,Tramacet_Tab Eff 37.5mg/325mg,040702040BFABBA,108,1411.8700000000013
2010-09-01 00:00:00+00:00,Tramadol HCl_Tab 150mg M/R           &gn,040702040AAAWAW,139,3312.959999999999
2010-09-01 00:00:00+00:00,Zeridame SR_Tab 200mg,040702040BLACAE,6,174.37
2010-09-01 00:00:00+00:00,Mabron_Tab 200mg M/R (Morningside),040702040BHACAE,40,1333.33
2010-09-01 00:00:00+00:00,Larapam SR_Tab 150mg,040702040BGABAI,7,157.26999999999998
2010-09-01 00:00:00+00:00,Zamadol SR_Cap 100mg,040702040BDACAH,712,11856.850000000002
2010-09-01 00:00:00+00:00,Zydol XL_Tab 300mg,040702040BBAIAM,37,761.2800000000001
2010-09-01 00:00:00+00:00,Zamadol_Cap 50mg,040702040BDAAAA,441,3280.690000000001
2010-09-01 00:00:00+00:00,Tramadol HCl_Cap 50mg,040702040AAAAAA,439973,1897293.1199999999
2010-09-01 00:00:00+00:00,Tramquel SR_Cap 150mg,040702040BJACAI,17,426.39
2010-09-01 00:00:00+00:00,Maxitram SR_Cap 100mg,040702040BPABAH,335,4047.1599999999967
2010-09-01 00:00:00+00:00,Dromadol SR_Tab 150mg,040702040BEACAD,3,68.30000000000001
2010-09-01 00:00:00+00:00,Zamadol 24hr_Tab 150mg,040702040BDAHAD,30,446.32000000000005
2010-09-01 00:00:00+00:00,Zydol XL_Tab 400mg,040702040BBAJAN,38,1183.03
2010-09-01 00:00:00+00:00,Zydol_Cap 50mg,040702040BBAAAA,654,6095.620000000004
2010-09-01 00:00:00+00:00,Larapam SR_Tab 100mg,040702040BGAAAC,61,1136.45
2010-09-01 00:00:00+00:00,Tramadol HCl_Tab Solb 50mg S/F,040702040AAAFAF,2847,34621.23
2010-09-01 00:00:00+00:00,Zamadol SR_Cap 50mg,040702040BDABAG,306,2608.9200000000005
2010-09-01 00:00:00+00:00,Zydol SR_Tab 150mg,040702040BBADAD,224,5617.539999999994
2010-09-01 00:00:00+00:00,Zydol 100_Inj 50mg/ml 2ml Amp,040702040BBABAB,22,51.63000000000001
2010-09-01 00:00:00+00:00,Oldaram_Tab 150mg M/R,040702040BQABAD,4,100.48
2010-09-01 00:00:00+00:00,Tramquel SR_Cap 100mg,040702040BJABAH,57,826.5200000000002
2010-09-01 00:00:00+00:00,Tramulief SR_Tab 200mg,040702040BKACAE,60,848.94
2010-09-01 00:00:00+00:00,Dromadol SR_Tab 200mg,040702040BEADAE,4,91.05
2010-09-01 00:00:00+00:00,Marol_Tab 150mg M/R,040702040BNABAD,192,1741.6799999999996
2010-09-01 00:00:00+00:00,Zydol SR_Tab 200mg,040702040BBAEAE,492,16724.110000000004
2010-09-01 00:00:00+00:00,Tradorec XL_Tab 100mg,040702040BIAAAC,248,4167.690000000002
2010-09-01 00:00:00+00:00,Tramadol HCl_Tab 150mg M/R,040702040AAADAD,3688,87024.08999999997
2010-09-01 00:00:00+00:00,Tramquel SR_Cap 50mg,040702040BJAAAG,34,273.34999999999997
2010-09-01 00:00:00+00:00,Zydol_Tab Solb 50mg,040702040BBAFAF,146,1712.8799999999992
2010-09-01 00:00:00+00:00,Tramquel SR_Cap 200mg,040702040BJADAJ,26,710.3100000000001
2010-09-01 00:00:00+00:00,Tramadol HCl_Orodisper Tab 50mg,040702040AAATAT,833,8112.890000000004
2010-09-01 00:00:00+00:00,Tramulief SR_Tab 150mg,040702040BKABAD,17,216.34000000000003
2010-10-01 00:00:00+00:00,Zamadol 24hr_Tab 400mg,040702040BDAKAN,37,1016.5500000000001
2010-10-01 00:00:00+00:00,Dromadol SR_Tab 150mg,040702040BEACAD,1,17.67
2010-10-01 00:00:00+00:00,Tramadol HCl_Tab 200mg M/R,040702040AAAEAE,8246,259336.89
2010-10-01 00:00:00+00:00,Maxitram SR_Cap 200mg,040702040BPADAJ,113,2603.099999999999
2010-10-01 00:00:00+00:00,Tramadol HCl_Tab 100mg M/R           &gn,040702040AAAVAV,780,14980.839999999991
2010-10-01 00:00:00+00:00,Tramadol HCl_Cap 200mg M/R,040702040AAAJAJ,9326,249198.5299999998
2010-10-01 00:00:00+00:00,Tramadol HCl_Cap 100mg M/R,040702040AAAHAH,26812,427389.5600000001
2010-10-01 00:00:00+00:00,Tramadol HCl_Cap 50mg,040702040AAAAAA,418625,1321091.2899999998
2010-10-01 00:00:00+00:00,Mabron_Tab 100mg M/R (Morningside),040702040BHAAAC,129,2289.58
2010-10-01 00:00:00+00:00,Mabron_Tab 200mg M/R (Morningside),040702040BHACAE,36,1086.63
2010-10-01 00:00:00+00:00,Tramulief SR_Tab 150mg,040702040BKABAD,14,179.90000000000003
2010-10-01 00:00:00+00:00,Zydol SR_Tab 100mg,040702040BBACAC,967,19829.729999999992
2010-10-01 00:00:00+00:00,Tramquel SR_Cap 100mg,040702040BJABAH,54,789.2100000000002
2010-10-01 00:00:00+00:00,Tramadol HCl_Tab Solb 50mg S/F,040702040AAAFAF,2591,31318.889999999985
2010-10-01 00:00:00+00:00,Zydol 100_Inj 50mg/ml 2ml Amp,040702040BBABAB,22,16.970000000000002
2010-10-01 00:00:00+00:00,Oldaram_Tab 150mg M/R,040702040BQABAD,1,25.12
2010-10-01 00:00:00+00:00,Tramulief SR_Tab 200mg,040702040BKACAE,59,869.9700000000001
2010-10-01 00:00:00+00:00,Tramadol/Paracet_Tab Eff 37.5/325mg S/F,040702040AABABA,197,2344.380000000001
2010-10-01 00:00:00+00:00,Tramadol HCl_Tab 400mg M/R,040702040AAANAN,394,12964.850000000004
2010-10-01 00:00:00+00:00,Dromadol SR_Tab 200mg,040702040BEADAE,6,111.45
2010-10-01 00:00:00+00:00,Oldaram_Tab 200mg M/R,040702040BQACAE,3,100.77
2010-10-01 00:00:00+00:00,Tradorec XL_Tab 100mg,040702040BIAAAC,226,3494.6800000000007
2010-10-01 00:00:00+00:00,Tramadol HCl_Cap 50mg M/R,040702040AAAGAG,11853,94467.6300000001
2010-10-01 00:00:00+00:00,Tramadol HCl_Tab 50mg M/R,040702040AAAYAY,2890,13193.78
2010-10-01 00:00:00+00:00,Marol_Tab 100mg M/R,040702040BNAAAC,1274,9884.629999999992
2010-10-01 00:00:00+00:00,Zeridame SR_Tab 100mg,040702040BLAAAC,24,430.51000000000005
2010-10-01 00:00:00+00:00,Zamadol 24hr_Tab 300mg,040702040BDAJAM,20,431.40999999999985
2010-10-01 00:00:00+00:00,Maxitram SR_Cap 150mg,040702040BPACAI,93,1332.7099999999996
2010-10-01 00:00:00+00:00,Zamadol_Inj 50mg/ml 2ml Amp,040702040BDAFAB,1,0.99
2010-10-01 00:00:00+00:00,Larapam SR_Tab 150mg,040702040BGABAI,8,225.29999999999998
2010-10-01 00:00:00+00:00,Tramadol HCl_Tab 200mg M/R           &gn,040702040AAAXAX,323,10121.99999999999
2010-10-01 00:00:00+00:00,Zamadol Melt_Orodisper Tab 50mg,040702040BDAGAT,60,558.8699999999998
2010-10-01 00:00:00+00:00,Zydol SR_Tab 150mg,040702040BBADAD,237,5648.7799999999925
2010-10-01 00:00:00+00:00,Tramadol HCl/Paracet_Tab 37.5mg/325mg,040702040AAAUAU,18641,279667.5100000003
2010-10-01 00:00:00+00:00,Tradorec XL_Tab 200mg,040702040BIABAE,313,5062.320000000002
2010-10-01 00:00:00+00:00,Tradorec XL_Tab 300mg,040702040BIACAM,109,2175.49
2010-10-01 00:00:00+00:00,Zeridame SR_Tab 150mg,040702040BLABAD,1,11.88
2010-10-01 00:00:00+00:00,Tramadol HCl_Orodisper Tab 50mg,040702040AAATAT,766,7170.739999999997
2010-10-01 00:00:00+00:00,Zydol_Tab Solb 50mg,040702040BBAFAF,125,1390.1699999999992
2010-10-01 00:00:00+00:00,Zamadol SR_Cap 150mg,040702040BDADAI,159,3461.17
2010-10-01 00:00:00+00:00,Zydol SR_Tab 50mg,040702040BBAKAY,99,465.57
2010-10-01 00:00:00+00:00,Tramadol HCl_Tab 300mg M/R,040702040AAAMAM,422,11664.240000000002
2010-10-01 00:00:00+00:00,Zeridame SR_Tab 200mg,040702040BLACAE,2,63.39
2010-10-01 00:00:00+00:00,Zamadol SR_Cap 50mg,040702040BDABAG,331,2931.230000000003
2010-10-01 00:00:00+00:00,Maxitram SR_Cap 50mg,040702040BPAAAG,131,640.8500000000001
2010-10-01 00:00:00+00:00,Tramadol HCl_Tab 150mg M/R,040702040AAADAD,3573,83821.46000000002
2010-10-01 00:00:00+00:00,Zydol XL_Tab 400mg,040702040BBAJAN,41,1114.31
2010-10-01 00:00:00+00:00,Zamadol_Cap 50mg,040702040BDAAAA,399,2948.6499999999974
2010-10-01 00:00:00+00:00,Tramquel SR_Cap 200mg,040702040BJADAJ,22,591.4100000000001
2010-10-01 00:00:00+00:00,Tramacet_Tab Eff 37.5mg/325mg,040702040BFABBA,103,1212.5800000000008
2010-10-01 00:00:00+00:00,Larapam SR_Tab 200mg,040702040BGACAJ,14,392.24000000000007
2010-10-01 00:00:00+00:00,Tramadol HCl_Inj 50mg/ml 2ml Amp,040702040AAABAB,41,560.5900000000001
2010-10-01 00:00:00+00:00,Tramadol HCl_Tab 150mg M/R           &gn,040702040AAAWAW,130,2844.189999999998
2010-10-01 00:00:00+00:00,Tramadol HCl_Cap 150mg M/R,040702040AAAIAI,4000,78922.66999999995
2010-10-01 00:00:00+00:00,Zamadol SR_Cap 200mg,040702040BDAEAJ,310,8721.390000000003
2010-10-01 00:00:00+00:00,Maxitram SR_Cap 100mg,040702040BPABAH,303,3816.92
2010-10-01 00:00:00+00:00,Mabron_Tab 150mg M/R (Morningside),040702040BHABAD,28,573.9300000000001
2010-10-01 00:00:00+00:00,Zamadol SR_Cap 100mg,040702040BDACAH,698,11677.799999999997
2010-10-01 00:00:00+00:00,Marol_Tab 150mg M/R,040702040BNABAD,202,1911.6599999999994
2010-10-01 00:00:00+00:00,Zydol SR_Tab 200mg,040702040BBAEAE,475,15601.349999999995
2010-10-01 00:00:00+00:00,Zydol XL_Tab 300mg,040702040BBAIAM,35,783.2400000000001
2010-10-01 00:00:00+00:00,Zydol_Cap 50mg,040702040BBAAAA,608,5575.550000000002
2010-10-01 00:00:00+00:00,Larapam SR_Tab 100mg,040702040BGAAAC,50,865.4900000000001
2010-10-01 00:00:00+00:00,Tramquel SR_Cap 150mg,040702040BJACAI,15,359.39
2010-10-01 00:00:00+00:00,Zamadol 24hr_Tab 150mg,040702040BDAHAD,38,695.1900000000004
2010-10-01 00:00:00+00:00,Marol_Tab 200mg M/R,040702040BNACAE,491,6574.040000000001
2010-10-01 00:00:00+00:00,Tramquel SR_Cap 50mg,040702040BJAAAG,32,258.01999999999987
2010-10-01 00:00:00+00:00,Zamadol 24hr_Tab 200mg,040702040BDAIAE,93,1577.1799999999996
2010-10-01 00:00:00+00:00,Dromadol SR_Tab 100mg,040702040BEABAC,9,152.31000000000003
2010-10-01 00:00:00+00:00,Zydol XL_Tab 150mg,040702040BBAGAD,27,335.11000000000007
2010-10-01 00:00:00+00:00,Tramacet_Tab 37.5mg/325mg,040702040BFAAAU,6440,90751.3
2010-10-01 00:00:00+00:00,Tramadol HCl_Tab 100mg M/R,040702040AAACAC,25170,476919.08
2010-10-01 00:00:00+00:00,Zydol XL_Tab 200mg,040702040BBAHAE,35,995.6500000000001
2010-10-01 00:00:00+00:00,Oldaram_Tab 100mg M/R,040702040BQAAAC,13,259.66
2010-10-01 00:00:00+00:00,Tramulief SR_Tab 100mg,040702040BKAAAC,127,1132.77
2010-11-01 00:00:00+00:00,Marol_Tab 150mg M/R,040702040BNABAD,226,2094.3699999999994
2010-11-01 00:00:00+00:00,Larapam SR_Tab 150mg,040702040BGABAI,6,157.3
2010-11-01 00:00:00+00:00,Tramadol HCl_Inj 50mg/ml 2ml Amp,040702040AAABAB,39,687.82
2010-11-01 00:00:00+00:00,Tramquel SR_Cap 150mg,040702040BJACAI,21,437.74000000000007
2010-11-01 00:00:00+00:00,Tradorec XL_Tab 300mg,040702040BIACAM,117,2459.01
2010-11-01 00:00:00+00:00,Zamadol 24hr_Tab 300mg,040702040BDAJAM,19,414.03999999999996
2010-11-01 00:00:00+00:00,Tramquel SR_Cap 50mg,040702040BJAAAG,52,391.2700000000001
2010-11-01 00:00:00+00:00,Dromadol SR_Tab 200mg,040702040BEADAE,3,70.67999999999999
2010-11-01 00:00:00+00:00,Maxitram SR_Cap 200mg,040702040BPADAJ,110,2446.2300000000014
2010-11-01 00:00:00+00:00,Tramulief SR_Tab 100mg,040702040BKAAAC,153,1174.2500000000002
2010-11-01 00:00:00+00:00,Tramadol HCl_Tab 200mg M/R,040702040AAAEAE,8353,261363.6100000001
2010-11-01 00:00:00+00:00,Zamadol 24hr_Tab 150mg,040702040BDAHAD,34,524.35
2010-11-01 00:00:00+00:00,Tramadol HCl_Tab 100mg M/R           &gn,040702040AAAVAV,732,13744.839999999998
2010-11-01 00:00:00+00:00,Zydol XL_Tab 300mg,040702040BBAIAM,34,841.8199999999999
2010-11-01 00:00:00+00:00,Maxitram SR_Cap 150mg,040702040BPACAI,92,1457.1899999999998
2010-11-01 00:00:00+00:00,Zamadol 24hr_Tab 400mg,040702040BDAKAN,43,1201.8499999999997
2010-11-01 00:00:00+00:00,Zeridame SR_Tab 150mg,040702040BLABAD,3,39.67
2010-11-01 00:00:00+00:00,Zydol XL_Tab 200mg,040702040BBAHAE,69,1024.23
2010-11-01 00:00:00+00:00,Tramadol HCl_Cap 100mg M/R,040702040AAAHAH,27261,420201.0799999999
2010-11-01 00:00:00+00:00,Tramadol HCl/Paracet_Tab 37.5mg/325mg,040702040AAAUAU,18629,278396.02999999997
2010-11-01 00:00:00+00:00,Zydol SR_Tab 100mg,040702040BBACAC,921,19527.150000000023
2010-11-01 00:00:00+00:00,Zamadol SR_Cap 200mg,040702040BDAEAJ,290,7299.300000000006
2010-11-01 00:00:00+00:00,Marol_Tab 200mg M/R,040702040BNACAE,563,7625.929999999999
2010-11-01 00:00:00+00:00,Tramadol HCl_Cap 150mg M/R,040702040AAAIAI,4097,78547.61999999995
2010-11-01 00:00:00+00:00,Tramacet_Tab Eff 37.5mg/325mg,040702040BFABBA,102,1237.4800000000005
2010-11-01 00:00:00+00:00,Zamadol SR_Cap 150mg,040702040BDADAI,153,3132.9999999999973
2010-11-01 00:00:00+00:00,Oldaram_Tab 100mg M/R,040702040BQAAAC,8,125.63
2010-11-01 00:00:00+00:00,Mabron_Tab 150mg M/R (Morningside),040702040BHABAD,24,579.23
2010-11-01 00:00:00+00:00,Tradorec XL_Tab 200mg,040702040BIABAE,322,5233.479999999998
2010-11-01 00:00:00+00:00,Zamadol_Cap 50mg,040702040BDAAAA,407,3086.020000000002
2010-11-01 00:00:00+00:00,Zydol XL_Tab 400mg,040702040BBAJAN,45,1509.3500000000001
2010-11-01 00:00:00+00:00,Zamadol Melt_Orodisper Tab 50mg,040702040BDAGAT,58,552.8799999999997
2010-11-01 00:00:00+00:00,Maxitram SR_Cap 50mg,040702040BPAAAG,149,661.7700000000004
